challenge_id,user_id,purchase_date,challenge_type,price_usd,account_size,promo_code_used
CH000259,USR001535,2025-03-22,standard,279.0,50000,SPRING15
CH000290,USR001758,2025-03-22,aggressive,179.0,25000,
CH000359,USR002200,2025-03-22,swing,549.0,100000,
CH000415,USR002714,2025-03-22,aggressive,319.0,50000,
CH000416,USR002718,2025-03-22,standard,149.0,25000,
CH000430,USR002809,2025-03-22,standard,149.0,25000,
CH000476,USR003132,2025-03-22,low_cost_trial,39.0,10000,
CH000456,USR003028,2025-03-23,standard,149.0,25000,
CH000497,USR003271,2025-03-23,aggressive,569.0,100000,FLASH20
CH000516,USR003417,2025-03-23,low_cost_trial,59.0,25000,
CH000536,USR003556,2025-03-23,low_cost_trial,39.0,10000,FLASH20
CH000555,USR003675,2025-03-23,swing,799.0,150000,
CH000583,USR003815,2025-03-23,swing,299.0,50000,COMMUNITY5
CH000170,USR001061,2025-03-24,standard,149.0,25000,
CH000440,USR002909,2025-03-24,swing,799.0,150000,
CH000457,USR003039,2025-03-24,aggressive,319.0,50000,
CH000471,USR003110,2025-03-24,standard,149.0,25000,
CH000504,USR003311,2025-03-24,standard,149.0,25000,
CH000541,USR003586,2025-03-24,standard,149.0,25000,SPRING15
CH000551,USR003632,2025-03-24,low_cost_trial,39.0,10000,AFFPARTNER
CH000563,USR003744,2025-03-24,standard,149.0,25000,FLASH20
CH000601,USR003903,2025-03-24,aggressive,569.0,100000,FLASH20
CH000013,USR000087,2025-03-25,aggressive,319.0,50000,SPRING15
CH000145,USR000909,2025-03-25,standard,149.0,25000,
CH000419,USR002743,2025-03-25,swing,299.0,50000,
CH000420,USR002750,2025-03-25,aggressive,179.0,25000,
CH000459,USR003051,2025-03-25,low_cost_trial,39.0,10000,AFFPARTNER
CH000461,USR003062,2025-03-25,standard,279.0,50000,
CH000498,USR003289,2025-03-25,low_cost_trial,39.0,10000,COMMUNITY5
CH000534,USR003545,2025-03-25,low_cost_trial,39.0,10000,
CH000560,USR003715,2025-03-25,aggressive,319.0,50000,
CH000152,USR000946,2025-03-26,aggressive,179.0,25000,WELCOME10
CH000257,USR001516,2025-03-26,standard,279.0,50000,
CH000447,USR002942,2025-03-26,standard,279.0,50000,AFFPARTNER
CH000480,USR003171,2025-03-26,aggressive,569.0,100000,
CH000506,USR003319,2025-03-26,swing,799.0,150000,
CH000544,USR003596,2025-03-26,standard,499.0,100000,WELCOME10
CH000557,USR003685,2025-03-26,low_cost_trial,39.0,10000,FLASH20
CH000570,USR003762,2025-03-26,low_cost_trial,39.0,10000,
CH000411,USR002687,2025-03-27,standard,279.0,50000,
CH000460,USR003058,2025-03-27,standard,279.0,50000,
CH000492,USR003232,2025-03-27,standard,279.0,50000,
CH000496,USR003268,2025-03-27,low_cost_trial,59.0,25000,
CH000472,USR003120,2025-03-28,low_cost_trial,39.0,10000,
CH000483,USR003179,2025-03-28,standard,149.0,25000,WELCOME10
CH000553,USR003653,2025-03-28,swing,799.0,150000,FLASH20
CH000565,USR003751,2025-03-28,low_cost_trial,39.0,10000,
CH000569,USR003761,2025-03-28,aggressive,569.0,100000,
CH000590,USR003833,2025-03-28,low_cost_trial,39.0,10000,FLASH20
CH000596,USR003865,2025-03-28,low_cost_trial,39.0,10000,
CH000606,USR003935,2025-03-28,standard,499.0,100000,
CH000238,USR001436,2025-03-29,standard,149.0,25000,SPRING15
CH000317,USR001946,2025-03-29,swing,549.0,100000,
CH000479,USR003164,2025-03-29,swing,299.0,50000,COMMUNITY5
CH000486,USR003203,2025-03-29,aggressive,179.0,25000,AFFPARTNER
CH000505,USR003317,2025-03-29,aggressive,179.0,25000,SPRING15
CH000508,USR003354,2025-03-29,aggressive,569.0,100000,WELCOME10
CH000514,USR003404,2025-03-29,standard,279.0,50000,
CH000571,USR003764,2025-03-29,swing,549.0,100000,AFFPARTNER
CH000467,USR003090,2025-03-30,low_cost_trial,39.0,10000,COMMUNITY5
CH000559,USR003713,2025-03-30,aggressive,569.0,100000,
CH000573,USR003770,2025-03-30,low_cost_trial,39.0,10000,
CH000585,USR003819,2025-03-30,swing,549.0,100000,
CH000248,USR001476,2025-03-31,standard,499.0,100000,
CH000303,USR001843,2025-03-31,low_cost_trial,39.0,10000,
CH000500,USR003293,2025-03-31,low_cost_trial,39.0,10000,
CH000510,USR003368,2025-03-31,standard,279.0,50000,
CH000521,USR003457,2025-03-31,standard,499.0,100000,
CH000530,USR003515,2025-03-31,standard,279.0,50000,SPRING15
CH000546,USR003615,2025-03-31,standard,499.0,100000,
CH000548,USR003618,2025-03-31,swing,549.0,100000,SPRING15
CH000574,USR003787,2025-03-31,aggressive,179.0,25000,AFFPARTNER
CH000621,USR003990,2025-03-31,aggressive,179.0,25000,
CH000647,USR004252,2025-03-31,aggressive,179.0,25000,WELCOME10
CH000130,USR000820,2025-04-01,low_cost_trial,39.0,10000,WELCOME10
CH000477,USR003153,2025-04-01,low_cost_trial,39.0,10000,
CH000515,USR003407,2025-04-01,standard,279.0,50000,WELCOME10
CH000524,USR003469,2025-04-01,standard,279.0,50000,
CH000545,USR003598,2025-04-01,aggressive,179.0,25000,COMMUNITY5
CH000657,USR004322,2025-04-01,swing,799.0,150000,
CH000128,USR000814,2025-04-02,aggressive,179.0,25000,
CH000275,USR001629,2025-04-02,swing,299.0,50000,
CH000482,USR003175,2025-04-02,standard,499.0,100000,
CH000494,USR003238,2025-04-02,standard,499.0,100000,
CH000511,USR003379,2025-04-02,swing,549.0,100000,
CH000518,USR003435,2025-04-02,standard,279.0,50000,
CH000355,USR002172,2025-04-03,aggressive,179.0,25000,
CH000512,USR003389,2025-04-03,standard,499.0,100000,
CH000526,USR003485,2025-04-03,low_cost_trial,39.0,10000,
CH000529,USR003503,2025-04-03,low_cost_trial,39.0,10000,
CH000562,USR003738,2025-04-03,low_cost_trial,39.0,10000,
CH000605,USR003927,2025-04-03,aggressive,179.0,25000,
CH000628,USR004069,2025-04-03,low_cost_trial,39.0,10000,FLASH20
CH000634,USR004130,2025-04-03,aggressive,179.0,25000,
CH000645,USR004234,2025-04-03,swing,549.0,100000,
CH000669,USR004426,2025-04-03,swing,549.0,100000,
CH000671,USR004457,2025-04-03,aggressive,569.0,100000,WELCOME10
CH000319,USR001951,2025-04-04,low_cost_trial,39.0,10000,
CH000493,USR003236,2025-04-04,standard,149.0,25000,
CH000517,USR003432,2025-04-04,standard,149.0,25000,
CH000522,USR003458,2025-04-04,low_cost_trial,39.0,10000,
CH000593,USR003837,2025-04-04,aggressive,319.0,50000,WELCOME10
CH000298,USR001820,2025-04-05,swing,799.0,150000,
CH000443,USR002917,2025-04-05,standard,149.0,25000,SPRING15
CH000495,USR003241,2025-04-05,aggressive,569.0,100000,
CH000528,USR003492,2025-04-05,aggressive,179.0,25000,
CH000537,USR003562,2025-04-05,low_cost_trial,39.0,10000,AFFPARTNER
CH000556,USR003676,2025-04-05,standard,149.0,25000,
CH000564,USR003750,2025-04-05,standard,279.0,50000,WELCOME10
CH000577,USR003806,2025-04-05,low_cost_trial,39.0,10000,AFFPARTNER
CH000610,USR003968,2025-04-05,standard,279.0,50000,
CH000532,USR003529,2025-04-06,standard,149.0,25000,
CH000540,USR003582,2025-04-06,aggressive,179.0,25000,
CH000547,USR003616,2025-04-06,low_cost_trial,39.0,10000,COMMUNITY5
CH000579,USR003809,2025-04-06,low_cost_trial,39.0,10000,SPRING15
CH000594,USR003858,2025-04-06,low_cost_trial,39.0,10000,
CH000648,USR004264,2025-04-06,standard,149.0,25000,FLASH20
CH000436,USR002856,2025-04-07,low_cost_trial,39.0,10000,
CH000533,USR003534,2025-04-07,low_cost_trial,39.0,10000,
CH000535,USR003547,2025-04-07,standard,499.0,100000,
CH000554,USR003662,2025-04-07,swing,799.0,150000,
CH000561,USR003720,2025-04-07,standard,149.0,25000,
CH000567,USR003760,2025-04-07,swing,549.0,100000,
CH000609,USR003950,2025-04-07,swing,549.0,100000,COMMUNITY5
CH000643,USR004187,2025-04-07,low_cost_trial,39.0,10000,WELCOME10
CH000343,USR002062,2025-04-08,swing,799.0,150000,
CH000401,USR002629,2025-04-08,low_cost_trial,59.0,25000,WELCOME10
CH000519,USR003450,2025-04-08,low_cost_trial,39.0,10000,SPRING15
CH000523,USR003463,2025-04-08,standard,279.0,50000,
CH000538,USR003568,2025-04-08,swing,799.0,150000,
CH000572,USR003769,2025-04-08,swing,799.0,150000,
CH000580,USR003811,2025-04-08,standard,279.0,50000,
CH000587,USR003829,2025-04-08,aggressive,319.0,50000,
CH000603,USR003909,2025-04-08,aggressive,179.0,25000,
CH000676,USR004497,2025-04-08,low_cost_trial,59.0,25000,
CH000691,USR004546,2025-04-08,low_cost_trial,39.0,10000,
CH000549,USR003619,2025-04-09,aggressive,319.0,50000,
CH000597,USR003874,2025-04-09,swing,799.0,150000,
CH000624,USR003995,2025-04-09,aggressive,179.0,25000,
CH000670,USR004440,2025-04-09,low_cost_trial,39.0,10000,SPRING15
CH000689,USR004545,2025-04-09,standard,279.0,50000,
CH000552,USR003645,2025-04-10,standard,279.0,50000,
CH000558,USR003700,2025-04-10,standard,499.0,100000,
CH000599,USR003888,2025-04-10,low_cost_trial,39.0,10000,WELCOME10
CH000625,USR004016,2025-04-10,standard,499.0,100000,
CH000681,USR004509,2025-04-10,low_cost_trial,39.0,10000,AFFPARTNER
CH000365,USR002232,2025-04-11,standard,279.0,50000,
CH000598,USR003886,2025-04-11,standard,279.0,50000,
CH000615,USR003978,2025-04-11,low_cost_trial,59.0,25000,
CH000618,USR003981,2025-04-11,standard,499.0,100000,
CH000661,USR004350,2025-04-11,standard,499.0,100000,
CH000668,USR004419,2025-04-11,swing,549.0,100000,
CH000674,USR004473,2025-04-11,swing,799.0,150000,
CH000675,USR004487,2025-04-11,standard,279.0,50000,
CH000711,USR004674,2025-04-11,low_cost_trial,39.0,10000,
CH000725,USR004784,2025-04-11,standard,499.0,100000,
CH000550,USR003622,2025-04-12,low_cost_trial,39.0,10000,
CH000586,USR003828,2025-04-12,aggressive,569.0,100000,AFFPARTNER
CH000591,USR003833,2025-04-12,low_cost_trial,59.0,25000,
CH000627,USR004061,2025-04-12,low_cost_trial,39.0,10000,SPRING15
CH000638,USR004175,2025-04-12,low_cost_trial,39.0,10000,
CH000644,USR004232,2025-04-12,low_cost_trial,39.0,10000,SPRING15
CH000655,USR004317,2025-04-12,standard,279.0,50000,
CH000659,USR004328,2025-04-12,low_cost_trial,39.0,10000,
CH000692,USR004552,2025-04-12,standard,279.0,50000,
CH000700,USR004589,2025-04-12,aggressive,569.0,100000,
CH000050,USR000292,2025-04-13,standard,279.0,50000,WELCOME10
CH000469,USR003094,2025-04-13,low_cost_trial,39.0,10000,
CH000589,USR003830,2025-04-13,standard,279.0,50000,
CH000631,USR004090,2025-04-13,low_cost_trial,39.0,10000,
CH000637,USR004174,2025-04-13,low_cost_trial,59.0,25000,
CH000642,USR004182,2025-04-13,aggressive,179.0,25000,
CH000646,USR004247,2025-04-13,swing,549.0,100000,
CH000696,USR004579,2025-04-13,low_cost_trial,39.0,10000,
CH000575,USR003790,2025-04-14,low_cost_trial,39.0,10000,WELCOME10
CH000608,USR003943,2025-04-14,standard,279.0,50000,
CH000649,USR004285,2025-04-14,low_cost_trial,39.0,10000,
CH000664,USR004381,2025-04-14,swing,549.0,100000,SPRING15
CH000706,USR004629,2025-04-14,swing,299.0,50000,SPRING15
CH000709,USR004665,2025-04-14,swing,299.0,50000,
CH000116,USR000763,2025-04-15,standard,149.0,25000,
CH000620,USR003987,2025-04-15,standard,149.0,25000,AFFPARTNER
CH000636,USR004150,2025-04-15,standard,149.0,25000,AFFPARTNER
CH000652,USR004294,2025-04-15,swing,299.0,50000,SPRING15
CH000660,USR004333,2025-04-15,swing,799.0,150000,
CH000306,USR001863,2025-04-16,standard,279.0,50000,
CH000619,USR003983,2025-04-16,standard,499.0,100000,
CH000662,USR004360,2025-04-16,low_cost_trial,39.0,10000,
CH000673,USR004459,2025-04-16,standard,499.0,100000,
CH000724,USR004782,2025-04-16,low_cost_trial,39.0,10000,
CH000733,USR004870,2025-04-16,swing,299.0,50000,
CH000755,USR005011,2025-04-16,standard,279.0,50000,
CH000612,USR003970,2025-04-17,swing,549.0,100000,WELCOME10
CH000622,USR003990,2025-04-17,standard,499.0,100000,FLASH20
CH000656,USR004321,2025-04-17,aggressive,319.0,50000,
CH000683,USR004513,2025-04-17,standard,149.0,25000,WELCOME10
CH000707,USR004633,2025-04-17,standard,149.0,25000,
CH000715,USR004717,2025-04-17,standard,279.0,50000,
CH000737,USR004916,2025-04-17,low_cost_trial,59.0,25000,WELCOME10
CH000749,USR004967,2025-04-17,swing,299.0,50000,
CH000458,USR003039,2025-04-18,low_cost_trial,39.0,10000,FLASH20
CH000481,USR003171,2025-04-18,standard,279.0,50000,
CH000693,USR004571,2025-04-18,low_cost_trial,39.0,10000,
CH000695,USR004577,2025-04-18,swing,299.0,50000,SPRING15
CH000740,USR004921,2025-04-18,aggressive,319.0,50000,AFFPARTNER
CH000407,USR002655,2025-04-19,aggressive,569.0,100000,FLASH20
CH000474,USR003121,2025-04-19,swing,299.0,50000,AFFPARTNER
CH000626,USR004028,2025-04-19,standard,279.0,50000,
CH000653,USR004304,2025-04-19,swing,549.0,100000,FLASH20
CH000684,USR004518,2025-04-19,low_cost_trial,59.0,25000,
CH000688,USR004540,2025-04-19,standard,499.0,100000,
CH000698,USR004584,2025-04-19,aggressive,319.0,50000,
CH000717,USR004735,2025-04-19,aggressive,319.0,50000,
CH000719,USR004738,2025-04-19,aggressive,569.0,100000,
CH000726,USR004787,2025-04-19,standard,279.0,50000,
CH000732,USR004842,2025-04-19,standard,499.0,100000,
CH000633,USR004118,2025-04-20,aggressive,319.0,50000,FLASH20
CH000640,USR004179,2025-04-20,aggressive,179.0,25000,
CH000666,USR004388,2025-04-20,swing,299.0,50000,
CH000679,USR004502,2025-04-20,low_cost_trial,39.0,10000,
CH000710,USR004672,2025-04-20,standard,149.0,25000,SPRING15
CH000745,USR004945,2025-04-20,standard,499.0,100000,
CH000751,USR004974,2025-04-20,aggressive,319.0,50000,
CH000763,USR005086,2025-04-20,low_cost_trial,59.0,25000,
CH000607,USR003938,2025-04-21,low_cost_trial,39.0,10000,
CH000635,USR004142,2025-04-21,swing,799.0,150000,COMMUNITY5
CH000697,USR004580,2025-04-21,standard,279.0,50000,WELCOME10
CH000721,USR004744,2025-04-21,standard,499.0,100000,
CH000756,USR005021,2025-04-21,low_cost_trial,39.0,10000,AFFPARTNER
CH000304,USR001843,2025-04-22,low_cost_trial,39.0,10000,
CH000602,USR003903,2025-04-22,standard,149.0,25000,AFFPARTNER
CH000680,USR004506,2025-04-22,standard,149.0,25000,COMMUNITY5
CH000687,USR004531,2025-04-22,aggressive,569.0,100000,FLASH20
CH000735,USR004902,2025-04-22,standard,279.0,50000,
CH000739,USR004919,2025-04-22,low_cost_trial,59.0,25000,
CH000743,USR004927,2025-04-22,standard,499.0,100000,
CH000762,USR005083,2025-04-22,standard,499.0,100000,
CH000788,USR005362,2025-04-22,standard,279.0,50000,
CH000235,USR001427,2025-04-23,aggressive,319.0,50000,
CH000665,USR004385,2025-04-23,aggressive,319.0,50000,
CH000667,USR004417,2025-04-23,standard,149.0,25000,
CH000704,USR004615,2025-04-23,aggressive,319.0,50000,
CH000708,USR004657,2025-04-23,aggressive,569.0,100000,AFFPARTNER
CH000723,USR004771,2025-04-23,low_cost_trial,39.0,10000,
CH000736,USR004915,2025-04-23,standard,149.0,25000,
CH000768,USR005113,2025-04-23,standard,499.0,100000,
CH000774,USR005192,2025-04-23,aggressive,569.0,100000,
CH000672,USR004458,2025-04-24,aggressive,569.0,100000,
CH000677,USR004500,2025-04-24,aggressive,179.0,25000,COMMUNITY5
CH000686,USR004527,2025-04-24,low_cost_trial,59.0,25000,
CH000712,USR004674,2025-04-24,standard,149.0,25000,
CH000730,USR004830,2025-04-24,aggressive,179.0,25000,
CH000734,USR004882,2025-04-24,swing,549.0,100000,
CH000746,USR004951,2025-04-24,standard,149.0,25000,
CH000770,USR005134,2025-04-24,aggressive,319.0,50000,WELCOME10
CH000773,USR005173,2025-04-24,standard,499.0,100000,WELCOME10
CH000777,USR005197,2025-04-24,low_cost_trial,39.0,10000,
CH000784,USR005302,2025-04-24,swing,799.0,150000,FLASH20
CH000716,USR004731,2025-04-25,standard,499.0,100000,AFFPARTNER
CH000728,USR004820,2025-04-25,swing,549.0,100000,
CH000752,USR004977,2025-04-25,aggressive,179.0,25000,
CH000761,USR005072,2025-04-25,standard,279.0,50000,
CH000766,USR005110,2025-04-25,standard,499.0,100000,
CH000783,USR005281,2025-04-25,standard,149.0,25000,
CH000525,USR003469,2025-04-26,low_cost_trial,39.0,10000,
CH000720,USR004742,2025-04-26,standard,499.0,100000,
CH000753,USR005000,2025-04-26,aggressive,319.0,50000,
CH000769,USR005131,2025-04-26,aggressive,319.0,50000,
CH000786,USR005321,2025-04-26,aggressive,179.0,25000,SPRING15
CH000403,USR002632,2025-04-27,low_cost_trial,39.0,10000,
CH000421,USR002750,2025-04-27,aggressive,569.0,100000,
CH000520,USR003450,2025-04-27,aggressive,569.0,100000,FLASH20
CH000654,USR004305,2025-04-27,swing,299.0,50000,SPRING15
CH000699,USR004586,2025-04-27,low_cost_trial,39.0,10000,
CH000727,USR004794,2025-04-27,aggressive,179.0,25000,
CH000758,USR005042,2025-04-27,standard,279.0,50000,FLASH20
CH000808,USR005529,2025-04-27,aggressive,179.0,25000,WELCOME10
CH000578,USR003806,2025-04-28,swing,549.0,100000,WELCOME10
CH000584,USR003815,2025-04-28,low_cost_trial,39.0,10000,
CH000800,USR005456,2025-04-28,low_cost_trial,39.0,10000,
CH000804,USR005495,2025-04-28,low_cost_trial,39.0,10000,
CH000816,USR005582,2025-04-28,standard,279.0,50000,
CH000829,USR005649,2025-04-28,standard,499.0,100000,
CH000835,USR005670,2025-04-28,aggressive,569.0,100000,WELCOME10
CH000701,USR004597,2025-04-29,low_cost_trial,39.0,10000,
CH000702,USR004614,2025-04-29,aggressive,319.0,50000,
CH000790,USR005385,2025-04-29,standard,279.0,50000,COMMUNITY5
CH000705,USR004618,2025-04-30,low_cost_trial,39.0,10000,
CH000713,USR004701,2025-04-30,standard,279.0,50000,
CH000731,USR004832,2025-04-30,standard,499.0,100000,SPRING15
CH000744,USR004936,2025-04-30,aggressive,569.0,100000,
CH000785,USR005304,2025-04-30,standard,499.0,100000,SPRING15
CH000795,USR005428,2025-04-30,aggressive,319.0,50000,SPRING15
CH000805,USR005506,2025-04-30,standard,499.0,100000,
CH000815,USR005565,2025-04-30,standard,149.0,25000,
CH000543,USR003587,2025-05-01,swing,799.0,150000,
CH000718,USR004736,2025-05-01,swing,549.0,100000,SPRING15
CH000759,USR005043,2025-05-01,swing,799.0,150000,FLASH20
CH000781,USR005244,2025-05-01,standard,149.0,25000,
CH000694,USR004571,2025-05-02,low_cost_trial,59.0,25000,WELCOME10
CH000714,USR004704,2025-05-02,swing,549.0,100000,
CH000776,USR005195,2025-05-02,swing,799.0,150000,SPRING15
CH000810,USR005542,2025-05-02,low_cost_trial,39.0,10000,
CH000765,USR005092,2025-05-03,standard,149.0,25000,
CH000779,USR005222,2025-05-03,aggressive,569.0,100000,AFFPARTNER
CH000787,USR005350,2025-05-03,aggressive,569.0,100000,
CH000239,USR001436,2025-05-04,low_cost_trial,39.0,10000,WELCOME10
CH000629,USR004069,2025-05-04,standard,279.0,50000,
CH000682,USR004511,2025-05-04,aggressive,319.0,50000,
CH000722,USR004758,2025-05-04,standard,149.0,25000,WELCOME10
CH000754,USR005003,2025-05-04,standard,499.0,100000,
CH000840,USR005700,2025-05-04,standard,149.0,25000,
CH000842,USR005731,2025-05-04,aggressive,569.0,100000,
CH000852,USR005785,2025-05-04,standard,149.0,25000,
CH000581,USR003811,2025-05-05,standard,279.0,50000,
CH000760,USR005070,2025-05-05,low_cost_trial,59.0,25000,AFFPARTNER
CH000780,USR005235,2025-05-05,aggressive,319.0,50000,WELCOME10
CH000791,USR005387,2025-05-05,low_cost_trial,59.0,25000,AFFPARTNER
CH000826,USR005638,2025-05-05,swing,549.0,100000,
CH000898,USR006117,2025-05-05,standard,279.0,50000,
CH000616,USR003978,2025-05-06,aggressive,319.0,50000,
CH000757,USR005036,2025-05-06,swing,549.0,100000,
CH000764,USR005089,2025-05-06,low_cost_trial,39.0,10000,FLASH20
CH000793,USR005395,2025-05-06,standard,279.0,50000,SPRING15
CH000825,USR005624,2025-05-06,aggressive,179.0,25000,
CH000827,USR005642,2025-05-06,swing,299.0,50000,
CH000877,USR005943,2025-05-06,aggressive,179.0,25000,AFFPARTNER
CH000592,USR003833,2025-05-07,aggressive,179.0,25000,AFFPARTNER
CH000772,USR005169,2025-05-07,standard,149.0,25000,
CH000803,USR005489,2025-05-07,standard,279.0,50000,
CH000821,USR005606,2025-05-07,swing,549.0,100000,
CH000822,USR005613,2025-05-07,aggressive,569.0,100000,SPRING15
CH000566,USR003751,2025-05-08,low_cost_trial,59.0,25000,
CH000588,USR003829,2025-05-08,aggressive,569.0,100000,WELCOME10
CH000611,USR003968,2025-05-08,swing,799.0,150000,
CH000748,USR004966,2025-05-08,standard,499.0,100000,AFFPARTNER
CH000771,USR005144,2025-05-08,low_cost_trial,39.0,10000,
CH000806,USR005520,2025-05-08,aggressive,319.0,50000,
CH000883,USR005986,2025-05-08,aggressive,179.0,25000,
CH000906,USR006177,2025-05-08,standard,149.0,25000,WELCOME10
CH000513,USR003389,2025-05-09,standard,149.0,25000,WELCOME10
CH000639,USR004175,2025-05-09,low_cost_trial,39.0,10000,
CH000843,USR005744,2025-05-09,standard,499.0,100000,
CH000855,USR005802,2025-05-09,standard,149.0,25000,AFFPARTNER
CH000861,USR005829,2025-05-09,standard,149.0,25000,
CH000891,USR006048,2025-05-09,swing,799.0,150000,
CH000595,USR003858,2025-05-10,low_cost_trial,39.0,10000,
CH000663,USR004360,2025-05-10,low_cost_trial,39.0,10000,SPRING15
CH000799,USR005445,2025-05-10,swing,549.0,100000,FLASH20
CH000811,USR005552,2025-05-10,low_cost_trial,39.0,10000,FLASH20
CH000831,USR005659,2025-05-10,low_cost_trial,39.0,10000,
CH000832,USR005660,2025-05-10,standard,149.0,25000,
CH000862,USR005858,2025-05-10,low_cost_trial,39.0,10000,
CH000878,USR005956,2025-05-10,standard,279.0,50000,SPRING15
CH000894,USR006082,2025-05-10,aggressive,319.0,50000,
CH000957,USR006507,2025-05-10,aggressive,569.0,100000,WELCOME10
CH000632,USR004090,2025-05-11,low_cost_trial,39.0,10000,SPRING15
CH000658,USR004322,2025-05-11,swing,549.0,100000,
CH000837,USR005683,2025-05-11,aggressive,569.0,100000,
CH000868,USR005899,2025-05-11,aggressive,179.0,25000,
CH000475,USR003121,2025-05-12,low_cost_trial,39.0,10000,
CH000796,USR005430,2025-05-12,standard,499.0,100000,AFFPARTNER
CH000802,USR005460,2025-05-12,swing,549.0,100000,WELCOME10
CH000828,USR005643,2025-05-12,low_cost_trial,39.0,10000,
CH000882,USR005975,2025-05-12,standard,279.0,50000,COMMUNITY5
CH000896,USR006107,2025-05-12,aggressive,179.0,25000,
CH000845,USR005754,2025-05-13,low_cost_trial,39.0,10000,
CH000887,USR006023,2025-05-13,aggressive,569.0,100000,
CH000912,USR006231,2025-05-13,swing,549.0,100000,AFFPARTNER
CH000444,USR002917,2025-05-14,low_cost_trial,39.0,10000,WELCOME10
CH000600,USR003888,2025-05-14,aggressive,569.0,100000,
CH000820,USR005605,2025-05-14,aggressive,319.0,50000,
CH000867,USR005895,2025-05-14,swing,549.0,100000,
CH000889,USR006042,2025-05-14,standard,149.0,25000,SPRING15
CH000531,USR003515,2025-05-15,low_cost_trial,59.0,25000,
CH000650,USR004285,2025-05-15,standard,149.0,25000,
CH000747,USR004951,2025-05-15,standard,499.0,100000,
CH000778,USR005207,2025-05-15,standard,499.0,100000,
CH000782,USR005252,2025-05-15,aggressive,319.0,50000,AFFPARTNER
CH000794,USR005421,2025-05-15,aggressive,319.0,50000,COMMUNITY5
CH000830,USR005658,2025-05-15,standard,279.0,50000,FLASH20
CH000848,USR005763,2025-05-15,low_cost_trial,39.0,10000,WELCOME10
CH000859,USR005825,2025-05-15,standard,149.0,25000,COMMUNITY5
CH000899,USR006121,2025-05-15,swing,549.0,100000,
CH000925,USR006311,2025-05-15,low_cost_trial,59.0,25000,
CH000930,USR006352,2025-05-15,low_cost_trial,39.0,10000,
CH000949,USR006470,2025-05-15,swing,299.0,50000,
CH000970,USR006564,2025-05-15,aggressive,179.0,25000,COMMUNITY5
CH000849,USR005764,2025-05-16,swing,299.0,50000,COMMUNITY5
CH000880,USR005963,2025-05-16,low_cost_trial,59.0,25000,AFFPARTNER
CH000890,USR006045,2025-05-16,low_cost_trial,59.0,25000,
CH000918,USR006281,2025-05-16,standard,279.0,50000,
CH000630,USR004069,2025-05-17,standard,279.0,50000,AFFPARTNER
CH000641,USR004179,2025-05-17,standard,149.0,25000,
CH000738,USR004916,2025-05-17,low_cost_trial,39.0,10000,
CH000789,USR005380,2025-05-17,aggressive,319.0,50000,
CH000812,USR005558,2025-05-17,standard,149.0,25000,
CH000841,USR005700,2025-05-17,low_cost_trial,39.0,10000,
CH000851,USR005767,2025-05-17,swing,549.0,100000,
CH000901,USR006125,2025-05-17,standard,499.0,100000,AFFPARTNER
CH000910,USR006214,2025-05-17,swing,799.0,150000,WELCOME10
CH000940,USR006413,2025-05-17,standard,149.0,25000,AFFPARTNER
CH000943,USR006447,2025-05-17,aggressive,569.0,100000,WELCOME10
CH000985,USR006673,2025-05-17,standard,279.0,50000,
CH000685,USR004518,2025-05-18,swing,799.0,150000,
CH000809,USR005537,2025-05-18,swing,799.0,150000,
CH000838,USR005686,2025-05-18,standard,149.0,25000,COMMUNITY5
CH000871,USR005914,2025-05-18,aggressive,179.0,25000,WELCOME10
CH000876,USR005936,2025-05-18,standard,499.0,100000,
CH000884,USR005996,2025-05-18,swing,549.0,100000,
CH000893,USR006063,2025-05-18,aggressive,569.0,100000,
CH000911,USR006215,2025-05-18,low_cost_trial,39.0,10000,AFFPARTNER
CH000971,USR006568,2025-05-18,swing,549.0,100000,SPRING15
CH000690,USR004545,2025-05-19,swing,549.0,100000,FLASH20
CH000814,USR005560,2025-05-19,standard,279.0,50000,COMMUNITY5
CH000818,USR005603,2025-05-19,aggressive,179.0,25000,SPRING15
CH000907,USR006182,2025-05-19,standard,279.0,50000,
CH000909,USR006202,2025-05-19,swing,799.0,150000,
CH000935,USR006395,2025-05-19,low_cost_trial,39.0,10000,WELCOME10
CH000997,USR006722,2025-05-19,swing,549.0,100000,
CH001010,USR006838,2025-05-19,aggressive,319.0,50000,WELCOME10
CH000775,USR005192,2025-05-20,standard,279.0,50000,SPRING15
CH000863,USR005885,2025-05-20,aggressive,179.0,25000,SPRING15
CH000886,USR006012,2025-05-20,standard,149.0,25000,WELCOME10
CH000902,USR006143,2025-05-20,swing,549.0,100000,SPRING15
CH000953,USR006486,2025-05-20,aggressive,319.0,50000,WELCOME10
CH000527,USR003485,2025-05-21,low_cost_trial,39.0,10000,
CH000576,USR003790,2025-05-21,low_cost_trial,39.0,10000,
CH000874,USR005924,2025-05-21,swing,799.0,150000,
CH000904,USR006155,2025-05-21,low_cost_trial,39.0,10000,FLASH20
CH000926,USR006332,2025-05-21,standard,499.0,100000,
CH000934,USR006392,2025-05-21,swing,549.0,100000,
CH000948,USR006469,2025-05-21,swing,799.0,150000,
CH001005,USR006773,2025-05-21,aggressive,319.0,50000,
CH001024,USR006943,2025-05-21,low_cost_trial,39.0,10000,
CH000604,USR003909,2025-05-22,standard,499.0,100000,
