user_id,registration_date,country,acquisition_channel,device_type,platform_language,age_bucket,prior_trading_experience
USR002085,2025-02-07,India,affiliates,mobile,Hindi,18-24,beginner
USR002086,2025-02-07,United States,community,tablet,English,25-34,intermediate
USR002087,2025-02-07,United Kingdom,direct,mobile,English,55+,advanced
USR002088,2025-02-07,Brazil,paid_social,desktop,Portuguese,35-44,advanced
USR002089,2025-02-07,Netherlands,influencers,mobile,English,18-24,none
USR002090,2025-02-07,Mexico,paid_social,mobile,Spanish,25-34,none
USR002091,2025-02-07,France,influencers,mobile,French,25-34,beginner
USR002092,2025-02-07,India,influencers,tablet,English,25-34,none
USR002093,2025-02-07,Brazil,organic,mobile,Portuguese,35-44,beginner
USR002094,2025-02-07,Spain,organic,desktop,Spanish,45-54,none
USR002095,2025-02-07,Pakistan,affiliates,mobile,Urdu,18-24,advanced
USR002096,2025-02-07,Mexico,organic,mobile,English,25-34,intermediate
USR002097,2025-02-07,United States,paid_social,mobile,English,35-44,advanced
USR002098,2025-02-07,Brazil,affiliates,mobile,Portuguese,25-34,intermediate
USR002099,2025-02-07,Brazil,direct,desktop,Portuguese,18-24,intermediate
USR002100,2025-02-07,Poland,affiliates,desktop,Polish,35-44,intermediate
USR002101,2025-02-07,Mexico,organic,mobile,Spanish,25-34,beginner
USR002102,2025-02-07,Canada,paid_social,desktop,English,18-24,none
USR002103,2025-02-07,United States,influencers,mobile,English,35-44,beginner
USR002104,2025-02-07,Germany,community,desktop,German,25-34,advanced
USR002105,2025-02-07,Pakistan,community,mobile,Urdu,18-24,beginner
USR002106,2025-02-07,United States,affiliates,desktop,English,25-34,intermediate
USR002107,2025-02-07,Poland,paid_social,mobile,Polish,18-24,advanced
USR002108,2025-02-07,Pakistan,influencers,mobile,English,25-34,none
USR002109,2025-02-07,Poland,paid_social,mobile,Polish,35-44,advanced
USR002110,2025-02-07,Philippines,affiliates,desktop,English,45-54,intermediate
USR002111,2025-02-07,Brazil,community,mobile,Portuguese,25-34,advanced
USR002112,2025-02-07,United States,affiliates,desktop,English,35-44,beginner
USR002113,2025-02-07,Mexico,community,mobile,Spanish,25-34,beginner
USR002114,2025-02-07,Poland,paid_social,mobile,English,25-34,intermediate
USR002115,2025-02-07,France,community,desktop,French,25-34,intermediate
USR002116,2025-02-08,Brazil,organic,mobile,Portuguese,55+,beginner
USR002117,2025-02-08,India,direct,mobile,English,18-24,intermediate
USR002118,2025-02-08,Canada,paid_social,mobile,French,35-44,intermediate
USR002119,2025-02-08,Mexico,organic,desktop,English,25-34,beginner
USR002120,2025-02-08,India,paid_social,mobile,English,25-34,none
USR002121,2025-02-08,United Kingdom,affiliates,desktop,English,55+,none
USR002122,2025-02-08,India,paid_social,desktop,English,18-24,advanced
USR002123,2025-02-08,United States,direct,desktop,Spanish,45-54,intermediate
USR002124,2025-02-08,Spain,paid_social,mobile,Spanish,18-24,beginner
USR002125,2025-02-08,Mexico,organic,mobile,Spanish,45-54,intermediate
USR002126,2025-02-08,Nigeria,paid_social,desktop,English,25-34,beginner
USR002127,2025-02-08,United States,affiliates,desktop,English,35-44,intermediate
USR002128,2025-02-08,United States,affiliates,desktop,English,35-44,advanced
USR002129,2025-02-08,Canada,influencers,mobile,English,25-34,beginner
USR002130,2025-02-08,United States,organic,tablet,English,18-24,none
USR002131,2025-02-08,Mexico,paid_social,mobile,Spanish,25-34,beginner
USR002132,2025-02-08,Pakistan,organic,desktop,Urdu,25-34,intermediate
USR002133,2025-02-08,Mexico,organic,mobile,Spanish,25-34,intermediate
USR002134,2025-02-08,Canada,community,desktop,English,18-24,intermediate
USR002135,2025-02-08,Poland,affiliates,mobile,Polish,45-54,none
USR002136,2025-02-08,India,paid_social,desktop,Hindi,35-44,intermediate
USR002137,2025-02-08,France,influencers,desktop,English,18-24,beginner
USR002138,2025-02-08,Netherlands,paid_social,mobile,Dutch,18-24,none
USR002139,2025-02-08,Spain,paid_social,mobile,Spanish,25-34,none
USR002140,2025-02-08,United Kingdom,paid_social,mobile,English,25-34,beginner
USR002141,2025-02-08,South Africa,organic,desktop,Arabic,18-24,beginner
USR002142,2025-02-08,Germany,organic,desktop,German,55+,intermediate
USR002143,2025-02-08,Nigeria,affiliates,mobile,English,25-34,beginner
USR002144,2025-02-08,Pakistan,affiliates,desktop,English,25-34,none
USR002145,2025-02-08,Netherlands,affiliates,desktop,English,25-34,advanced
USR002146,2025-02-08,United Kingdom,affiliates,mobile,English,18-24,none
USR002147,2025-02-08,United Arab Emirates,community,desktop,English,55+,intermediate
USR002148,2025-02-08,United States,paid_social,desktop,English,25-34,none
USR002149,2025-02-08,United Kingdom,paid_social,mobile,English,18-24,none
USR002150,2025-02-08,Brazil,influencers,mobile,Portuguese,25-34,none
USR002151,2025-02-08,Germany,organic,mobile,German,45-54,advanced
USR002152,2025-02-08,France,paid_social,mobile,French,35-44,intermediate
USR002153,2025-02-08,Pakistan,community,desktop,English,45-54,beginner
USR002154,2025-02-08,United States,paid_social,mobile,English,18-24,intermediate
USR002155,2025-02-08,United Kingdom,affiliates,mobile,Polish,18-24,intermediate
USR002156,2025-02-08,Canada,affiliates,mobile,English,25-34,beginner
USR002157,2025-02-08,Nigeria,paid_social,desktop,English,18-24,beginner
USR002158,2025-02-08,Canada,paid_social,mobile,English,18-24,none
USR002159,2025-02-08,United States,paid_social,desktop,English,25-34,advanced
USR002160,2025-02-09,United States,paid_social,desktop,English,35-44,intermediate
USR002161,2025-02-09,Canada,paid_social,desktop,English,18-24,beginner
USR002162,2025-02-09,Germany,community,mobile,German,55+,advanced
USR002163,2025-02-09,India,community,desktop,English,45-54,intermediate
USR002164,2025-02-09,United Arab Emirates,paid_social,mobile,English,18-24,none
USR002165,2025-02-09,United Arab Emirates,affiliates,mobile,Arabic,25-34,intermediate
USR002166,2025-02-09,United Arab Emirates,direct,desktop,Arabic,35-44,advanced
USR002167,2025-02-09,United States,paid_social,mobile,English,18-24,none
USR002168,2025-02-09,Pakistan,paid_social,desktop,Urdu,45-54,advanced
USR002169,2025-02-09,India,community,mobile,Hindi,25-34,advanced
USR002170,2025-02-09,Nigeria,paid_social,mobile,English,18-24,beginner
USR002171,2025-02-09,Mexico,community,desktop,Spanish,55+,beginner
USR002172,2025-02-09,Germany,direct,desktop,German,35-44,intermediate
USR002173,2025-02-09,Philippines,paid_social,mobile,Tagalog,55+,none
USR002174,2025-02-09,Turkey,organic,mobile,Turkish,25-34,intermediate
USR002175,2025-02-09,United States,influencers,mobile,English,25-34,intermediate
USR002176,2025-02-09,United States,organic,mobile,English,35-44,beginner
USR002177,2025-02-09,Brazil,paid_social,mobile,Portuguese,25-34,intermediate
USR002178,2025-02-09,Netherlands,paid_social,mobile,Dutch,25-34,none
USR002179,2025-02-09,United States,organic,desktop,English,25-34,none
USR002180,2025-02-09,Spain,affiliates,desktop,English,35-44,none
USR002181,2025-02-09,Mexico,community,desktop,English,45-54,intermediate
USR002182,2025-02-09,India,direct,mobile,English,25-34,beginner
USR002183,2025-02-09,Brazil,community,mobile,Portuguese,45-54,beginner
USR002184,2025-02-09,United States,influencers,desktop,English,18-24,beginner
USR002185,2025-02-09,Brazil,organic,desktop,English,18-24,advanced
USR002186,2025-02-09,Germany,influencers,mobile,German,25-34,intermediate
USR002187,2025-02-09,France,influencers,mobile,English,18-24,intermediate
USR002188,2025-02-09,Canada,paid_social,mobile,English,25-34,none
USR002189,2025-02-09,United Kingdom,paid_social,mobile,Polish,18-24,none
USR002190,2025-02-09,United Kingdom,community,mobile,English,35-44,intermediate
USR002191,2025-02-09,United Kingdom,affiliates,mobile,English,35-44,beginner
USR002192,2025-02-09,Mexico,community,desktop,Spanish,25-34,beginner
USR002193,2025-02-09,United States,influencers,mobile,English,35-44,intermediate
USR002194,2025-02-09,United States,organic,mobile,English,35-44,intermediate
USR002195,2025-02-09,United States,paid_social,mobile,English,25-34,none
USR002196,2025-02-09,United Kingdom,influencers,mobile,English,25-34,beginner
USR002197,2025-02-09,United States,direct,desktop,English,25-34,intermediate
USR002198,2025-02-09,Netherlands,community,desktop,Dutch,45-54,intermediate
USR002199,2025-02-09,India,community,desktop,English,18-24,advanced
USR002200,2025-02-09,United Kingdom,paid_social,desktop,English,18-24,intermediate
USR002201,2025-02-09,Mexico,paid_social,mobile,Spanish,35-44,beginner
USR002202,2025-02-09,France,paid_social,mobile,French,55+,intermediate
USR002203,2025-02-09,United States,direct,desktop,English,25-34,intermediate
USR002204,2025-02-09,United States,direct,desktop,English,35-44,beginner
USR002205,2025-02-09,Brazil,paid_social,mobile,Portuguese,18-24,intermediate
USR002206,2025-02-09,Brazil,paid_social,mobile,Portuguese,25-34,none
USR002207,2025-02-09,South Africa,paid_social,desktop,Arabic,35-44,intermediate
USR002208,2025-02-09,Spain,affiliates,mobile,Spanish,35-44,none
USR002209,2025-02-09,Mexico,affiliates,desktop,Spanish,25-34,advanced
USR002210,2025-02-09,Canada,direct,mobile,English,25-34,advanced
USR002211,2025-02-09,Brazil,direct,mobile,Portuguese,45-54,intermediate
USR002212,2025-02-09,United Kingdom,affiliates,desktop,English,25-34,none
USR002213,2025-02-09,Spain,influencers,mobile,Spanish,45-54,none
USR002214,2025-02-09,United States,influencers,mobile,English,18-24,none
USR002215,2025-02-09,United States,direct,desktop,English,45-54,beginner
USR002216,2025-02-09,Pakistan,direct,mobile,English,45-54,intermediate
USR002217,2025-02-09,South Africa,influencers,mobile,English,18-24,beginner
USR002218,2025-02-09,United Arab Emirates,paid_social,mobile,Arabic,45-54,beginner
USR002219,2025-02-09,Philippines,affiliates,desktop,English,25-34,beginner
USR002220,2025-02-09,United Arab Emirates,community,desktop,English,55+,advanced
USR002221,2025-02-09,Philippines,paid_social,tablet,English,18-24,advanced
USR002222,2025-02-09,United Kingdom,community,desktop,English,18-24,intermediate
USR002223,2025-02-10,Philippines,influencers,mobile,English,35-44,advanced
USR002224,2025-02-10,United States,affiliates,mobile,English,35-44,beginner
USR002225,2025-02-10,Philippines,paid_social,mobile,English,25-34,intermediate
USR002226,2025-02-10,United Kingdom,community,desktop,English,35-44,beginner
USR002227,2025-02-10,Philippines,community,mobile,English,35-44,advanced
USR002228,2025-02-10,India,affiliates,mobile,Hindi,35-44,none
USR002229,2025-02-10,Brazil,organic,mobile,Portuguese,18-24,intermediate
USR002230,2025-02-10,United Kingdom,organic,mobile,English,45-54,intermediate
USR002231,2025-02-10,United Arab Emirates,organic,mobile,Arabic,25-34,advanced
USR002232,2025-02-10,Germany,organic,desktop,German,18-24,beginner
USR002233,2025-02-10,Nigeria,affiliates,mobile,Arabic,18-24,intermediate
USR002234,2025-02-10,United Kingdom,paid_social,tablet,English,25-34,beginner
USR002235,2025-02-10,United Arab Emirates,paid_social,desktop,Arabic,18-24,beginner
USR002236,2025-02-10,France,influencers,mobile,French,18-24,intermediate
USR002237,2025-02-10,India,organic,mobile,Hindi,25-34,intermediate
USR002238,2025-02-10,France,organic,desktop,French,25-34,intermediate
USR002239,2025-02-10,Poland,affiliates,mobile,Polish,35-44,none
USR002240,2025-02-10,India,paid_social,desktop,English,18-24,none
USR002241,2025-02-10,Pakistan,organic,desktop,Urdu,25-34,intermediate
USR002242,2025-02-10,United Arab Emirates,paid_social,desktop,English,35-44,none
USR002243,2025-02-10,United States,direct,desktop,English,45-54,advanced
USR002244,2025-02-10,United States,direct,desktop,English,25-34,beginner
USR002245,2025-02-10,South Africa,direct,desktop,Arabic,25-34,intermediate
USR002246,2025-02-10,Germany,affiliates,mobile,German,35-44,beginner
USR002247,2025-02-10,Germany,community,tablet,German,45-54,none
USR002248,2025-02-10,Philippines,affiliates,mobile,English,18-24,intermediate
USR002249,2025-02-10,United States,organic,mobile,English,25-34,beginner
USR002250,2025-02-10,India,community,desktop,English,25-34,beginner
USR002251,2025-02-10,Philippines,paid_social,desktop,English,18-24,beginner
USR002252,2025-02-10,Nigeria,affiliates,desktop,English,35-44,none
USR002253,2025-02-10,United States,community,tablet,English,35-44,advanced
USR002254,2025-02-10,Pakistan,influencers,mobile,English,45-54,none
USR002255,2025-02-10,United Kingdom,community,mobile,English,18-24,advanced
USR002256,2025-02-10,France,organic,tablet,French,25-34,advanced
USR002257,2025-02-10,France,affiliates,mobile,French,18-24,intermediate
USR002258,2025-02-10,Poland,direct,mobile,Polish,25-34,advanced
USR002259,2025-02-10,Philippines,affiliates,mobile,English,35-44,beginner
USR002260,2025-02-10,France,affiliates,tablet,French,35-44,intermediate
USR002261,2025-02-10,United States,direct,desktop,English,55+,advanced
USR002262,2025-02-11,Netherlands,affiliates,mobile,Dutch,18-24,beginner
USR002263,2025-02-11,United States,influencers,tablet,Spanish,25-34,intermediate
USR002264,2025-02-11,South Africa,affiliates,desktop,French,25-34,advanced
USR002265,2025-02-11,India,affiliates,mobile,English,25-34,none
USR002266,2025-02-11,Philippines,community,tablet,Tagalog,45-54,intermediate
USR002267,2025-02-11,India,influencers,desktop,English,25-34,advanced
USR002268,2025-02-11,Mexico,direct,desktop,Spanish,35-44,advanced
USR002269,2025-02-11,United Kingdom,community,desktop,English,35-44,beginner
USR002270,2025-02-11,India,direct,desktop,English,35-44,advanced
USR002271,2025-02-11,Philippines,influencers,mobile,Tagalog,18-24,none
USR002272,2025-02-11,India,community,desktop,Hindi,45-54,intermediate
USR002273,2025-02-11,Netherlands,paid_social,mobile,English,25-34,beginner
USR002274,2025-02-11,Mexico,paid_social,mobile,Spanish,25-34,none
USR002275,2025-02-11,United Kingdom,influencers,mobile,English,25-34,none
USR002276,2025-02-11,South Africa,community,mobile,English,45-54,beginner
USR002277,2025-02-11,India,paid_social,mobile,Hindi,25-34,beginner
USR002278,2025-02-11,United Arab Emirates,paid_social,mobile,English,45-54,advanced
USR002279,2025-02-11,Spain,affiliates,desktop,Spanish,35-44,advanced
USR002280,2025-02-11,Germany,affiliates,desktop,German,18-24,none
USR002281,2025-02-11,United States,paid_social,desktop,English,18-24,intermediate
USR002282,2025-02-11,Netherlands,affiliates,desktop,Dutch,25-34,advanced
USR002283,2025-02-11,United States,direct,mobile,English,35-44,advanced
USR002284,2025-02-11,Poland,community,desktop,Polish,35-44,intermediate
USR002285,2025-02-11,United States,paid_social,desktop,English,55+,none
USR002286,2025-02-11,Nigeria,influencers,mobile,English,25-34,none
USR002287,2025-02-11,Brazil,paid_social,desktop,Portuguese,18-24,beginner
USR002288,2025-02-11,Philippines,paid_social,mobile,English,25-34,beginner
USR002289,2025-02-11,Germany,influencers,mobile,German,25-34,beginner
USR002290,2025-02-11,Canada,influencers,mobile,French,25-34,none
USR002291,2025-02-11,United Kingdom,paid_social,mobile,English,18-24,beginner
USR002292,2025-02-11,Germany,organic,tablet,German,25-34,beginner
USR002293,2025-02-11,United Kingdom,affiliates,mobile,English,18-24,none
USR002294,2025-02-11,South Africa,direct,mobile,English,25-34,advanced
USR002295,2025-02-11,Spain,paid_social,mobile,Spanish,25-34,beginner
USR002296,2025-02-11,Germany,organic,mobile,English,35-44,advanced
USR002297,2025-02-11,United States,affiliates,desktop,English,25-34,beginner
USR002298,2025-02-11,United States,paid_social,mobile,English,18-24,none
USR002299,2025-02-11,Nigeria,paid_social,mobile,English,18-24,none
USR002300,2025-02-11,Spain,organic,mobile,Spanish,25-34,none
USR002301,2025-02-11,United Kingdom,paid_social,tablet,English,25-34,none
USR002302,2025-02-11,Canada,affiliates,desktop,English,35-44,intermediate
USR002303,2025-02-11,United Kingdom,paid_social,mobile,English,25-34,advanced
USR002304,2025-02-11,Netherlands,direct,mobile,English,25-34,intermediate
USR002305,2025-02-11,United Kingdom,paid_social,mobile,English,35-44,beginner
USR002306,2025-02-11,Germany,influencers,mobile,German,18-24,intermediate
USR002307,2025-02-11,United States,affiliates,desktop,English,25-34,intermediate
USR002308,2025-02-11,Spain,affiliates,desktop,Spanish,25-34,beginner
USR002309,2025-02-11,India,direct,mobile,English,25-34,advanced
USR002310,2025-02-11,France,paid_social,desktop,English,35-44,intermediate
USR002311,2025-02-11,Nigeria,organic,mobile,English,45-54,beginner
USR002312,2025-02-11,Turkey,paid_social,mobile,Turkish,18-24,beginner
USR002313,2025-02-11,United States,organic,mobile,English,18-24,beginner
USR002314,2025-02-11,Turkey,paid_social,mobile,Turkish,25-34,intermediate
USR002315,2025-02-12,Spain,affiliates,desktop,Spanish,35-44,beginner
USR002316,2025-02-12,Brazil,paid_social,mobile,Portuguese,35-44,beginner
USR002317,2025-02-12,Pakistan,affiliates,mobile,English,35-44,intermediate
USR002318,2025-02-12,Mexico,paid_social,mobile,Spanish,25-34,advanced
USR002319,2025-02-12,Nigeria,influencers,mobile,English,35-44,beginner
USR002320,2025-02-12,France,community,desktop,French,35-44,advanced
USR002321,2025-02-12,France,direct,desktop,English,35-44,intermediate
USR002322,2025-02-12,Poland,community,desktop,Polish,35-44,advanced
USR002323,2025-02-12,United States,influencers,mobile,English,18-24,none
USR002324,2025-02-12,South Africa,affiliates,desktop,Arabic,45-54,beginner
USR002325,2025-02-12,United States,paid_social,tablet,English,18-24,beginner
USR002326,2025-02-12,Brazil,affiliates,mobile,Portuguese,25-34,none
USR002327,2025-02-12,United Kingdom,affiliates,desktop,English,18-24,none
USR002328,2025-02-12,United States,organic,mobile,English,55+,intermediate
USR002329,2025-02-12,United Kingdom,paid_social,mobile,English,35-44,none
USR002330,2025-02-12,Poland,paid_social,mobile,Polish,25-34,none
USR002331,2025-02-12,India,community,desktop,English,35-44,none
USR002332,2025-02-12,Nigeria,direct,desktop,English,55+,intermediate
USR002333,2025-02-12,Poland,affiliates,desktop,English,18-24,none
USR002334,2025-02-12,United Arab Emirates,direct,desktop,English,45-54,intermediate
USR002335,2025-02-12,Brazil,paid_social,mobile,Portuguese,25-34,beginner
USR002336,2025-02-12,France,affiliates,mobile,French,45-54,none
USR002337,2025-02-12,Brazil,paid_social,mobile,Portuguese,18-24,intermediate
USR002338,2025-02-12,India,direct,desktop,English,45-54,intermediate
USR002339,2025-02-12,Germany,direct,mobile,German,45-54,beginner
USR002340,2025-02-12,Brazil,paid_social,mobile,Portuguese,35-44,intermediate
USR002341,2025-02-12,United States,paid_social,desktop,English,18-24,beginner
USR002342,2025-02-12,United Arab Emirates,affiliates,mobile,Arabic,25-34,intermediate
USR002343,2025-02-12,United States,organic,desktop,English,25-34,beginner
USR002344,2025-02-12,Germany,paid_social,mobile,German,18-24,beginner
USR002345,2025-02-12,United Kingdom,paid_social,mobile,English,25-34,beginner
USR002346,2025-02-12,United States,paid_social,desktop,English,35-44,beginner
USR002347,2025-02-12,United Kingdom,affiliates,desktop,English,25-34,intermediate
USR002348,2025-02-12,United States,organic,mobile,English,25-34,beginner
USR002349,2025-02-12,Germany,direct,desktop,German,35-44,intermediate
USR002350,2025-02-12,United Kingdom,paid_social,mobile,English,35-44,advanced
USR002351,2025-02-12,South Africa,paid_social,mobile,English,35-44,beginner
USR002352,2025-02-12,Brazil,paid_social,mobile,Portuguese,18-24,beginner
USR002353,2025-02-12,Poland,paid_social,desktop,Polish,35-44,beginner
USR002354,2025-02-12,Germany,organic,desktop,English,45-54,none
USR002355,2025-02-12,India,community,desktop,English,35-44,intermediate
USR002356,2025-02-12,United States,paid_social,desktop,English,25-34,beginner
USR002357,2025-02-12,Spain,influencers,desktop,English,35-44,none
USR002358,2025-02-12,Pakistan,direct,desktop,English,55+,advanced
USR002359,2025-02-12,Nigeria,direct,tablet,Arabic,18-24,intermediate
USR002360,2025-02-13,Poland,paid_social,desktop,Polish,25-34,intermediate
USR002361,2025-02-13,India,organic,mobile,English,18-24,intermediate
USR002362,2025-02-13,United States,community,desktop,English,45-54,intermediate
USR002363,2025-02-13,Brazil,paid_social,mobile,English,45-54,none
USR002364,2025-02-13,Pakistan,organic,mobile,Urdu,18-24,intermediate
USR002365,2025-02-13,Turkey,organic,mobile,Turkish,35-44,beginner
USR002366,2025-02-13,Philippines,organic,desktop,English,35-44,beginner
USR002367,2025-02-13,Spain,organic,mobile,English,25-34,intermediate
USR002368,2025-02-13,Canada,affiliates,mobile,English,35-44,intermediate
USR002369,2025-02-13,India,organic,desktop,Hindi,25-34,intermediate
USR002370,2025-02-13,Spain,direct,desktop,English,35-44,beginner
USR002371,2025-02-13,Canada,direct,desktop,English,18-24,advanced
USR002372,2025-02-13,Brazil,organic,mobile,Portuguese,35-44,intermediate
USR002373,2025-02-13,United Kingdom,organic,desktop,English,18-24,beginner
USR002374,2025-02-13,United Kingdom,influencers,mobile,English,18-24,beginner
USR002375,2025-02-13,United States,affiliates,desktop,English,18-24,advanced
USR002376,2025-02-13,India,affiliates,mobile,English,18-24,none
USR002377,2025-02-13,Mexico,paid_social,mobile,English,45-54,beginner
USR002378,2025-02-13,South Africa,affiliates,mobile,English,18-24,none
USR002379,2025-02-13,United Kingdom,influencers,desktop,English,35-44,intermediate
USR002380,2025-02-13,Nigeria,organic,desktop,English,18-24,intermediate
USR002381,2025-02-13,United Kingdom,affiliates,tablet,English,25-34,beginner
USR002382,2025-02-13,Brazil,affiliates,mobile,Portuguese,25-34,advanced
USR002383,2025-02-13,Germany,organic,mobile,German,25-34,beginner
USR002384,2025-02-13,United States,affiliates,mobile,English,25-34,beginner
USR002385,2025-02-13,United Arab Emirates,paid_social,mobile,Arabic,18-24,beginner
USR002386,2025-02-13,Brazil,affiliates,desktop,Portuguese,18-24,beginner
USR002387,2025-02-13,India,affiliates,mobile,English,18-24,none
USR002388,2025-02-13,Nigeria,organic,desktop,English,18-24,none
USR002389,2025-02-13,United States,paid_social,mobile,English,18-24,advanced
USR002390,2025-02-13,Spain,affiliates,mobile,Spanish,35-44,none
USR002391,2025-02-13,Canada,community,mobile,English,35-44,intermediate
USR002392,2025-02-13,United States,organic,desktop,English,25-34,beginner
USR002393,2025-02-13,India,direct,mobile,English,25-34,beginner
USR002394,2025-02-13,France,paid_social,mobile,French,35-44,none
USR002395,2025-02-13,Brazil,paid_social,mobile,Portuguese,25-34,intermediate
USR002396,2025-02-13,France,affiliates,mobile,French,25-34,none
USR002397,2025-02-13,United Kingdom,direct,mobile,English,25-34,intermediate
USR002398,2025-02-13,Brazil,paid_social,mobile,English,45-54,advanced
USR002399,2025-02-13,Mexico,paid_social,mobile,Spanish,45-54,intermediate
USR002400,2025-02-13,Brazil,influencers,mobile,Portuguese,18-24,beginner
USR002401,2025-02-13,Mexico,affiliates,desktop,Spanish,25-34,advanced
USR002402,2025-02-13,United Kingdom,organic,desktop,English,18-24,intermediate
USR002403,2025-02-13,Spain,paid_social,desktop,Spanish,55+,intermediate
USR002404,2025-02-13,South Africa,direct,mobile,English,25-34,none
USR002405,2025-02-14,India,influencers,desktop,Hindi,45-54,none
USR002406,2025-02-14,Brazil,paid_social,mobile,Portuguese,25-34,advanced
USR002407,2025-02-14,Nigeria,community,desktop,Arabic,35-44,advanced
USR002408,2025-02-14,Poland,direct,mobile,Polish,35-44,advanced
USR002409,2025-02-14,Philippines,community,desktop,English,18-24,intermediate
USR002410,2025-02-14,Nigeria,community,mobile,English,35-44,intermediate
USR002411,2025-02-14,India,influencers,mobile,Hindi,45-54,none
USR002412,2025-02-14,Canada,community,mobile,English,35-44,intermediate
USR002413,2025-02-14,Brazil,affiliates,tablet,Portuguese,18-24,none
USR002414,2025-02-14,United States,organic,mobile,English,18-24,advanced
USR002415,2025-02-14,Brazil,influencers,desktop,Portuguese,55+,none
USR002416,2025-02-14,United States,influencers,mobile,English,18-24,none
USR002417,2025-02-14,Germany,affiliates,desktop,German,25-34,beginner
USR002418,2025-02-14,Brazil,organic,tablet,English,45-54,beginner
USR002419,2025-02-14,Brazil,affiliates,desktop,Portuguese,35-44,none
USR002420,2025-02-14,Spain,affiliates,mobile,Spanish,25-34,advanced
USR002421,2025-02-14,Philippines,affiliates,desktop,English,18-24,beginner
USR002422,2025-02-14,United Arab Emirates,direct,desktop,English,35-44,none
USR002423,2025-02-14,United States,organic,desktop,English,25-34,none
USR002424,2025-02-14,United Kingdom,direct,desktop,English,35-44,none
USR002425,2025-02-14,Brazil,organic,desktop,Portuguese,25-34,beginner
USR002426,2025-02-14,Canada,organic,mobile,English,25-34,none
USR002427,2025-02-14,France,direct,desktop,English,25-34,beginner
USR002428,2025-02-14,Brazil,paid_social,mobile,Portuguese,35-44,advanced
USR002429,2025-02-14,India,community,mobile,Hindi,25-34,none
USR002430,2025-02-14,Turkey,paid_social,mobile,Turkish,18-24,beginner
USR002431,2025-02-14,Germany,direct,desktop,German,25-34,beginner
USR002432,2025-02-14,Spain,community,desktop,Spanish,25-34,beginner
USR002433,2025-02-14,Brazil,paid_social,mobile,Portuguese,55+,intermediate
USR002434,2025-02-14,United States,organic,mobile,English,18-24,beginner
USR002435,2025-02-14,Brazil,paid_social,desktop,Portuguese,25-34,none
USR002436,2025-02-14,United Kingdom,organic,mobile,English,25-34,beginner
USR002437,2025-02-14,Germany,influencers,mobile,English,35-44,none
USR002438,2025-02-14,France,affiliates,desktop,French,25-34,beginner
USR002439,2025-02-14,Turkey,influencers,mobile,Turkish,18-24,none
USR002440,2025-02-14,Poland,direct,mobile,Polish,18-24,none
USR002441,2025-02-14,South Africa,direct,desktop,Arabic,45-54,intermediate
USR002442,2025-02-14,India,community,mobile,Hindi,35-44,beginner
USR002443,2025-02-14,United Arab Emirates,community,mobile,Arabic,45-54,none
USR002444,2025-02-14,Brazil,community,desktop,Portuguese,25-34,beginner
USR002445,2025-02-14,Philippines,community,desktop,English,35-44,none
USR002446,2025-02-14,Netherlands,influencers,mobile,English,18-24,intermediate
USR002447,2025-02-14,Nigeria,direct,mobile,English,35-44,advanced
USR002448,2025-02-14,Netherlands,paid_social,mobile,Dutch,45-54,beginner
USR002449,2025-02-14,Brazil,paid_social,mobile,Portuguese,18-24,intermediate
USR002450,2025-02-14,Canada,paid_social,mobile,English,25-34,none
USR002451,2025-02-14,Spain,direct,desktop,Spanish,25-34,intermediate
USR002452,2025-02-14,United States,community,mobile,English,35-44,advanced
USR002453,2025-02-14,United Arab Emirates,direct,desktop,Arabic,25-34,advanced
USR002454,2025-02-14,Poland,community,desktop,Polish,45-54,intermediate
USR002455,2025-02-14,Canada,organic,mobile,English,18-24,advanced
USR002456,2025-02-14,Brazil,affiliates,mobile,English,18-24,intermediate
USR002457,2025-02-15,Turkey,community,desktop,English,55+,beginner
USR002458,2025-02-15,United States,paid_social,mobile,English,25-34,none
USR002459,2025-02-15,India,paid_social,mobile,English,25-34,intermediate
USR002460,2025-02-15,Canada,affiliates,desktop,French,25-34,none
USR002461,2025-02-15,United States,organic,desktop,English,25-34,intermediate
USR002462,2025-02-15,United Kingdom,organic,mobile,English,25-34,advanced
USR002463,2025-02-15,Brazil,affiliates,mobile,Portuguese,18-24,beginner
USR002464,2025-02-15,Pakistan,organic,mobile,Urdu,25-34,advanced
USR002465,2025-02-15,Brazil,paid_social,mobile,Portuguese,18-24,intermediate
USR002466,2025-02-15,Spain,paid_social,mobile,Spanish,35-44,beginner
USR002467,2025-02-15,Spain,influencers,mobile,Spanish,25-34,intermediate
USR002468,2025-02-15,Spain,organic,desktop,Spanish,25-34,none
USR002469,2025-02-15,Brazil,community,desktop,Portuguese,45-54,advanced
USR002470,2025-02-15,Mexico,paid_social,tablet,Spanish,25-34,advanced
USR002471,2025-02-15,Mexico,affiliates,desktop,English,18-24,none
USR002472,2025-02-15,United Kingdom,organic,mobile,English,35-44,beginner
USR002473,2025-02-15,United Arab Emirates,paid_social,mobile,English,25-34,none
USR002474,2025-02-15,United Kingdom,influencers,desktop,English,25-34,intermediate
USR002475,2025-02-15,Brazil,paid_social,desktop,Portuguese,45-54,none
USR002476,2025-02-15,Brazil,paid_social,mobile,Portuguese,18-24,beginner
USR002477,2025-02-15,Spain,direct,desktop,Spanish,45-54,intermediate
